rebalance_date,top5,bought_funds,sold_funds,sold_fund,units,buy_nav,buy_date,sell_nav,sell_date,profit_loss,portfolio_value,portfolio_value_breakdown
2022-07-01,"HDFC Flexi Cap Fund (9.0%), JM Flexicap Fund (5.86%), Franklin India Flexi Cap Fund (3.24%), Parag Parikh Flexi Cap Fund (3.09%), Navi Flexi Cap Fund (1.45%)","JM Flexicap Fund, Franklin India Flexi Cap Fund, Navi Flexi Cap Fund","BANK OF INDIA FLEXI CAP FUND, Quant Flexi Cap Fund, PGIM India Flexi Cap Fund",PGIM India Flexi Cap Fund,13490.44,14.42,2020-07-01 00:00:00,25.17,2022-07-01 00:00:00,145022.23,1734633.67,"[{""fund"": ""Quant Flexi Cap Fund"", ""units"": 6216.752964004133, ""nav"": 55.4461, ""value"": 344694.70651746955}, {""fund"": ""BANK OF INDIA FLEXI CAP FUND"", ""units"": 19348.306168445386, ""nav"": 17.55, ""value"": 339562.77325621655}, {""fund"": ""Parag Parikh Flexi Cap Fund"", ""units"": 7400.9854301755295, ""nav"": 46.8073, ""value"": 346420.14532585506}, {""fund"": ""PGIM India Flexi Cap Fund"", ""units"": 13490.439680205713, ""nav"": 25.17, ""value"": 339554.3667507778}, {""fund"": ""HDFC Flexi Cap Fund"", ""units"": 354.7948945208286, ""nav"": 1027.077, ""value"": 364401.6758797691}]"
2022-10-01,"HDFC Flexi Cap Fund (9.57%), ICICI Prudential Flexicap fund- (7.28%), Quant Flexi Cap Fund (6.06%), BANDHAN Flexi Cap Fund (2.71%), Franklin India Flexi Cap Fund (2.47%)","ICICI Prudential Flexicap fund-, Quant Flexi Cap Fund, BANDHAN Flexi Cap Fund","Navi Flexi Cap Fund, JM Flexicap Fund, Parag Parikh Flexi Cap Fund",Navi Flexi Cap Fund,22659.84,15.31,2022-07-01 00:00:00,17.16,2022-10-01 00:00:00,41956.97,1914860.54,"[{""fund"": ""HDFC Flexi Cap Fund"", ""units"": 337.7806469680633, ""nav"": 1144.296, ""value"": 386521.043202967}, {""fund"": ""JM Flexicap Fund"", ""units"": 6665.860962392715, ""nav"": 57.402, ""value"": 382633.75096326665}, {""fund"": ""Franklin India Flexi Cap Fund"", ""units"": 368.8854516005328, ""nav"": 1049.1932, ""value"": 387032.1073982081}, {""fund"": ""Parag Parikh Flexi Cap Fund"", ""units"": 7411.8082766153475, ""nav"": 49.892, ""value"": 369789.93853689294}, {""fund"": ""Navi Flexi Cap Fund"", ""units"": 22659.843342739976, ""nav"": 17.1618, ""value"": 388883.69947943493}]"
2022-10-01,"HDFC Flexi Cap Fund (9.57%), ICICI Prudential Flexicap fund- (7.28%), Quant Flexi Cap Fund (6.06%), BANDHAN Flexi Cap Fund (2.71%), Franklin India Flexi Cap Fund (2.47%)","ICICI Prudential Flexicap fund-, Quant Flexi Cap Fund, BANDHAN Flexi Cap Fund","Navi Flexi Cap Fund, JM Flexicap Fund, Parag Parikh Flexi Cap Fund",JM Flexicap Fund,6665.86,52.05,2022-07-01 00:00:00,57.4,2022-10-01 00:00:00,35707.02,1914860.54,"[{""fund"": ""HDFC Flexi Cap Fund"", ""units"": 337.7806469680633, ""nav"": 1144.296, ""value"": 386521.043202967}, {""fund"": ""JM Flexicap Fund"", ""units"": 6665.860962392715, ""nav"": 57.402, ""value"": 382633.75096326665}, {""fund"": ""Franklin India Flexi Cap Fund"", ""units"": 368.8854516005328, ""nav"": 1049.1932, ""value"": 387032.1073982081}, {""fund"": ""Parag Parikh Flexi Cap Fund"", ""units"": 7411.8082766153475, ""nav"": 49.892, ""value"": 369789.93853689294}, {""fund"": ""Navi Flexi Cap Fund"", ""units"": 22659.843342739976, ""nav"": 17.1618, ""value"": 388883.69947943493}]"
2022-10-01,"HDFC Flexi Cap Fund (9.57%), ICICI Prudential Flexicap fund- (7.28%), Quant Flexi Cap Fund (6.06%), BANDHAN Flexi Cap Fund (2.71%), Franklin India Flexi Cap Fund (2.47%)","ICICI Prudential Flexicap fund-, Quant Flexi Cap Fund, BANDHAN Flexi Cap Fund","Navi Flexi Cap Fund, JM Flexicap Fund, Parag Parikh Flexi Cap Fund",Parag Parikh Flexi Cap Fund,7411.81,54.46,2022-01-01 00:00:00,49.89,2022-10-01 00:00:00,-33843.06,1914860.54,"[{""fund"": ""HDFC Flexi Cap Fund"", ""units"": 337.7806469680633, ""nav"": 1144.296, ""value"": 386521.043202967}, {""fund"": ""JM Flexicap Fund"", ""units"": 6665.860962392715, ""nav"": 57.402, ""value"": 382633.75096326665}, {""fund"": ""Franklin India Flexi Cap Fund"", ""units"": 368.8854516005328, ""nav"": 1049.1932, ""value"": 387032.1073982081}, {""fund"": ""Parag Parikh Flexi Cap Fund"", ""units"": 7411.8082766153475, ""nav"": 49.892, ""value"": 369789.93853689294}, {""fund"": ""Navi Flexi Cap Fund"", ""units"": 22659.843342739976, ""nav"": 17.1618, ""value"": 388883.69947943493}]"
2023-01-01,"HDFC Flexi Cap Fund (19.09%), Quant Flexi Cap Fund (12.37%), ICICI Prudential Flexicap fund- (10.38%), JM Flexicap Fund (8.69%), Franklin India Flexi Cap Fund (6.1%)",JM Flexicap Fund,BANDHAN Flexi Cap Fund,BANDHAN Flexi Cap Fund,2618.54,146.25,2022-10-01 00:00:00,148.06,2023-01-01 00:00:00,4731.7,2008479.99,"[{""fund"": ""HDFC Flexi Cap Fund"", ""units"": 334.6792332719453, ""nav"": 1239.765, ""value"": 414923.5996373933}, {""fund"": ""ICICI Prudential Flexicap fund-"", ""units"": 33301.92242749164, ""nav"": 11.91, ""value"": 396625.8961114255}, {""fund"": ""Quant Flexi Cap Fund"", ""units"": 5882.096204867811, ""nav"": 69.0027, ""value"": 405880.51979563216}, {""fund"": ""BANDHAN Flexi Cap Fund"", ""units"": 2618.5410854824754, ""nav"": 148.061, ""value"": 387703.8116576208}, {""fund"": ""Franklin India Flexi Cap Fund"", ""units"": 365.0158120698399, ""nav"": 1105.0101, ""value"": 403346.158996875}]"
2023-04-01,"HDFC Flexi Cap Fund (9.53%), ICICI Prudential Flexicap fund- (5.25%), JM Flexicap Fund (4.9%), Kotak Flexicap Fund (2.02%), Quant Flexi Cap Fund (1.62%)",Kotak Flexicap Fund,Franklin India Flexi Cap Fund,Franklin India Flexi Cap Fund,363.52,940.47,2022-07-01 00:00:00,1056.3,2023-04-01 00:00:00,42104.12,1922445.59,"[{""fund"": ""HDFC Flexi Cap Fund"", ""units"": 324.00978995195806, ""nav"": 1207.796, ""value"": 391337.7282648152}, {""fund"": ""Quant Flexi Cap Fund"", ""units"": 5821.453323417624, ""nav"": 63.9487, ""value"": 372274.37214323663}, {""fund"": ""ICICI Prudential Flexicap fund-"", ""units"": 33727.62361375225, ""nav"": 11.42, ""value"": 385169.4616690507}, {""fund"": ""JM Flexicap Fund"", ""units"": 6538.861559995334, ""nav"": 59.594, ""value"": 389676.91580636194}, {""fund"": ""Franklin India Flexi Cap Fund"", ""units"": 363.52246666323623, ""nav"": 1056.2954, ""value"": 383987.1093330298}]"
2023-07-01,"JM Flexicap Fund (32.92%), HDFC Flexi Cap Fund (31.74%), Quant Flexi Cap Fund (29.43%), Mahindra Manulife Flexi Cap Fund (28.89%), DSP Flexi Cap Fund (28.72%)","Mahindra Manulife Flexi Cap Fund, DSP Flexi Cap Fund","Kotak Flexicap Fund, ICICI Prudential Flexicap fund-",Kotak Flexicap Fund,6567.08,58.55,2023-04-01 00:00:00,64.73,2023-07-01 00:00:00,40610.79,2175372.13,"[{""fund"": ""HDFC Flexi Cap Fund"", ""units"": 318.3394525592888, ""nav"": 1353.096, ""value"": 430743.83990016347}, {""fund"": ""ICICI Prudential Flexicap fund-"", ""units"": 33668.04881289832, ""nav"": 13.12, ""value"": 441724.8004252259}, {""fund"": ""JM Flexicap Fund"", ""units"": 6451.809199639205, ""nav"": 69.1771, ""value"": 446317.4501843612}, {""fund"": ""Kotak Flexicap Fund"", ""units"": 6567.075176663571, ""nav"": 64.732, ""value"": 425099.9103357863}, {""fund"": ""Quant Flexi Cap Fund"", ""units"": 6012.461823982329, ""nav"": 71.7653, ""value"": 431486.12653663906}]"
2023-07-01,"JM Flexicap Fund (32.92%), HDFC Flexi Cap Fund (31.74%), Quant Flexi Cap Fund (29.43%), Mahindra Manulife Flexi Cap Fund (28.89%), DSP Flexi Cap Fund (28.72%)","Mahindra Manulife Flexi Cap Fund, DSP Flexi Cap Fund","Kotak Flexicap Fund, ICICI Prudential Flexicap fund-",ICICI Prudential Flexicap fund-,33668.05,11.5,2022-10-01 00:00:00,13.12,2023-07-01 00:00:00,54542.24,2175372.13,"[{""fund"": ""HDFC Flexi Cap Fund"", ""units"": 318.3394525592888, ""nav"": 1353.096, ""value"": 430743.83990016347}, {""fund"": ""ICICI Prudential Flexicap fund-"", ""units"": 33668.04881289832, ""nav"": 13.12, ""value"": 441724.8004252259}, {""fund"": ""JM Flexicap Fund"", ""units"": 6451.809199639205, ""nav"": 69.1771, ""value"": 446317.4501843612}, {""fund"": ""Kotak Flexicap Fund"", ""units"": 6567.075176663571, ""nav"": 64.732, ""value"": 425099.9103357863}, {""fund"": ""Quant Flexi Cap Fund"", ""units"": 6012.461823982329, ""nav"": 71.7653, ""value"": 431486.12653663906}]"
2023-10-01,"JM Flexicap Fund (32.35%), BANK OF INDIA FLEXI CAP FUND (26.42%), HDFC Flexi Cap Fund (26.06%), Parag Parikh Flexi Cap Fund (25.95%), Mahindra Manulife Flexi Cap Fund (25.06%)","BANK OF INDIA FLEXI CAP FUND, Parag Parikh Flexi Cap Fund","Quant Flexi Cap Fund, DSP Flexi Cap Fund",Quant Flexi Cap Fund,6062.46,65.11,2022-10-01 00:00:00,78.52,2023-10-01 00:00:00,81312.78,2353358.55,"[{""fund"": ""JM Flexicap Fund"", ""units"": 6289.283960681139, ""nav"": 75.9739, ""value"": 477821.4307003928}, {""fund"": ""HDFC Flexi Cap Fund"", ""units"": 321.5399539104655, ""nav"": 1442.501, ""value"": 463821.7050558004}, {""fund"": ""Quant Flexi Cap Fund"", ""units"": 6062.46229691, ""nav"": 78.5206, ""value"": 476028.17703075137}, {""fund"": ""Mahindra Manulife Flexi Cap Fund"", ""units"": 36269.19858586287, ""nav"": 12.8677, ""value"": 466701.1666433076}, {""fund"": ""DSP Flexi Cap Fund"", ""units"": 5597.82848455309, ""nav"": 83.78, ""value"": 468986.07043585787}]"
2023-10-01,"JM Flexicap Fund (32.35%), BANK OF INDIA FLEXI CAP FUND (26.42%), HDFC Flexi Cap Fund (26.06%), Parag Parikh Flexi Cap Fund (25.95%), Mahindra Manulife Flexi Cap Fund (25.06%)","BANK OF INDIA FLEXI CAP FUND, Parag Parikh Flexi Cap Fund","Quant Flexi Cap Fund, DSP Flexi Cap Fund",DSP Flexi Cap Fund,5597.83,77.72,2023-07-01 00:00:00,83.78,2023-10-01 00:00:00,33911.64,2353358.55,"[{""fund"": ""JM Flexicap Fund"", ""units"": 6289.283960681139, ""nav"": 75.9739, ""value"": 477821.4307003928}, {""fund"": ""HDFC Flexi Cap Fund"", ""units"": 321.5399539104655, ""nav"": 1442.501, ""value"": 463821.7050558004}, {""fund"": ""Quant Flexi Cap Fund"", ""units"": 6062.46229691, ""nav"": 78.5206, ""value"": 476028.17703075137}, {""fund"": ""Mahindra Manulife Flexi Cap Fund"", ""units"": 36269.19858586287, ""nav"": 12.8677, ""value"": 466701.1666433076}, {""fund"": ""DSP Flexi Cap Fund"", ""units"": 5597.82848455309, ""nav"": 83.78, ""value"": 468986.07043585787}]"
2024-01-01,"JM Flexicap Fund (42.14%), BANK OF INDIA FLEXI CAP FUND (40.3%), Parag Parikh Flexi Cap Fund (38.07%), Invesco India Flexi Cap Fund (35.55%), Nippon India Flexi Cap Fund (34.87%)","Invesco India Flexi Cap Fund, Nippon India Flexi Cap Fund","Mahindra Manulife Flexi Cap Fund, HDFC Flexi Cap Fund",Mahindra Manulife Flexi Cap Fund,36577.77,12.0,2023-07-01 00:00:00,14.22,2024-01-01 00:00:00,81356.27,2668231.39,"[{""fund"": ""JM Flexicap Fund"", ""units"": 6195.1763694271585, ""nav"": 87.317, ""value"": 540944.2150492711}, {""fund"": ""BANK OF INDIA FLEXI CAP FUND"", ""units"": 18736.931129507244, ""nav"": 29.21, ""value"": 547305.7582929066}, {""fund"": ""HDFC Flexi Cap Fund"", ""units"": 326.28865420074027, ""nav"": 1630.733, ""value"": 532089.6759307358}, {""fund"": ""Parag Parikh Flexi Cap Fund"", ""units"": 7489.977911802031, ""nav"": 70.4621, ""value"": 527759.5726191859}, {""fund"": ""Mahindra Manulife Flexi Cap Fund"", ""units"": 36577.76525511335, ""nav"": 14.2199, ""value"": 520132.16415118636}]"
2024-01-01,"JM Flexicap Fund (42.14%), BANK OF INDIA FLEXI CAP FUND (40.3%), Parag Parikh Flexi Cap Fund (38.07%), Invesco India Flexi Cap Fund (35.55%), Nippon India Flexi Cap Fund (34.87%)","Invesco India Flexi Cap Fund, Nippon India Flexi Cap Fund","Mahindra Manulife Flexi Cap Fund, HDFC Flexi Cap Fund",HDFC Flexi Cap Fund,326.29,1102.67,2022-04-01 00:00:00,1630.73,2024-01-01 00:00:00,172299.99,2668231.39,"[{""fund"": ""JM Flexicap Fund"", ""units"": 6195.1763694271585, ""nav"": 87.317, ""value"": 540944.2150492711}, {""fund"": ""BANK OF INDIA FLEXI CAP FUND"", ""units"": 18736.931129507244, ""nav"": 29.21, ""value"": 547305.7582929066}, {""fund"": ""HDFC Flexi Cap Fund"", ""units"": 326.28865420074027, ""nav"": 1630.733, ""value"": 532089.6759307358}, {""fund"": ""Parag Parikh Flexi Cap Fund"", ""units"": 7489.977911802031, ""nav"": 70.4621, ""value"": 527759.5726191859}, {""fund"": ""Mahindra Manulife Flexi Cap Fund"", ""units"": 36577.76525511335, ""nav"": 14.2199, ""value"": 520132.16415118636}]"
2024-04-01,"BANK OF INDIA FLEXI CAP FUND (65.41%), Quant Flexi Cap Fund (62.86%), JM Flexicap Fund (61.3%), Motilal Oswal Flexi Cap Fund (57.75%), ITI Flexi Cap Fund (57.4%)","Quant Flexi Cap Fund, Motilal Oswal Flexi Cap Fund, ITI Flexi Cap Fund","Invesco India Flexi Cap Fund, Parag Parikh Flexi Cap Fund, Nippon India Flexi Cap Fund",Invesco India Flexi Cap Fund,36828.59,14.49,2024-01-01 00:00:00,15.69,2024-04-01 00:00:00,44194.31,2883852.16,"[{""fund"": ""JM Flexicap Fund"", ""units"": 6111.596564342079, ""nav"": 96.1256, ""value"": 587480.8867053209}, {""fund"": ""BANK OF INDIA FLEXI CAP FUND"", ""units"": 18269.300828779775, ""nav"": 32.8, ""value"": 599233.0671839765}, {""fund"": ""Parag Parikh Flexi Cap Fund"", ""units"": 7573.52218013169, ""nav"": 75.7331, ""value"": 573566.3126201313}, {""fund"": ""Invesco India Flexi Cap Fund"", ""units"": 36828.590559603676, ""nav"": 15.69, ""value"": 577840.5858801816}, {""fund"": ""Nippon India Flexi Cap Fund"", ""units"": 36074.73076149595, ""nav"": 15.1278, ""value"": 545731.3120137585}]"
2024-04-01,"BANK OF INDIA FLEXI CAP FUND (65.41%), Quant Flexi Cap Fund (62.86%), JM Flexicap Fund (61.3%), Motilal Oswal Flexi Cap Fund (57.75%), ITI Flexi Cap Fund (57.4%)","Quant Flexi Cap Fund, Motilal Oswal Flexi Cap Fund, ITI Flexi Cap Fund","Invesco India Flexi Cap Fund, Parag Parikh Flexi Cap Fund, Nippon India Flexi Cap Fund",Parag Parikh Flexi Cap Fund,7573.52,62.84,2023-10-01 00:00:00,75.73,2024-04-01 00:00:00,97644.66,2883852.16,"[{""fund"": ""JM Flexicap Fund"", ""units"": 6111.596564342079, ""nav"": 96.1256, ""value"": 587480.8867053209}, {""fund"": ""BANK OF INDIA FLEXI CAP FUND"", ""units"": 18269.300828779775, ""nav"": 32.8, ""value"": 599233.0671839765}, {""fund"": ""Parag Parikh Flexi Cap Fund"", ""units"": 7573.52218013169, ""nav"": 75.7331, ""value"": 573566.3126201313}, {""fund"": ""Invesco India Flexi Cap Fund"", ""units"": 36828.590559603676, ""nav"": 15.69, ""value"": 577840.5858801816}, {""fund"": ""Nippon India Flexi Cap Fund"", ""units"": 36074.73076149595, ""nav"": 15.1278, ""value"": 545731.3120137585}]"
2024-04-01,"BANK OF INDIA FLEXI CAP FUND (65.41%), Quant Flexi Cap Fund (62.86%), JM Flexicap Fund (61.3%), Motilal Oswal Flexi Cap Fund (57.75%), ITI Flexi Cap Fund (57.4%)","Quant Flexi Cap Fund, Motilal Oswal Flexi Cap Fund, ITI Flexi Cap Fund","Invesco India Flexi Cap Fund, Parag Parikh Flexi Cap Fund, Nippon India Flexi Cap Fund",Nippon India Flexi Cap Fund,36074.73,14.79,2024-01-01 00:00:00,15.13,2024-04-01 00:00:00,12085.03,2883852.16,"[{""fund"": ""JM Flexicap Fund"", ""units"": 6111.596564342079, ""nav"": 96.1256, ""value"": 587480.8867053209}, {""fund"": ""BANK OF INDIA FLEXI CAP FUND"", ""units"": 18269.300828779775, ""nav"": 32.8, ""value"": 599233.0671839765}, {""fund"": ""Parag Parikh Flexi Cap Fund"", ""units"": 7573.52218013169, ""nav"": 75.7331, ""value"": 573566.3126201313}, {""fund"": ""Invesco India Flexi Cap Fund"", ""units"": 36828.590559603676, ""nav"": 15.69, ""value"": 577840.5858801816}, {""fund"": ""Nippon India Flexi Cap Fund"", ""units"": 36074.73076149595, ""nav"": 15.1278, ""value"": 545731.3120137585}]"
2024-07-01,"BANK OF INDIA FLEXI CAP FUND (69.22%), JM Flexicap Fund (68.56%), Quant Flexi Cap Fund (63.02%), Motilal Oswal Flexi Cap Fund (58.07%), ITI Flexi Cap Fund (56.61%)",,,,,,,,,,3347589.26,"[{""fund"": ""BANK OF INDIA FLEXI CAP FUND"", ""units"": 17584.464417093714, ""nav"": 37.82, ""value"": 665044.4442544843}, {""fund"": ""Quant Flexi Cap Fund"", ""units"": 5538.185314805263, ""nav"": 116.9942, ""value"": 647935.56035739}, {""fund"": ""JM Flexicap Fund"", ""units"": 6000.17511340032, ""nav"": 116.6036, ""value"": 699642.0188528856}, {""fund"": ""Motilal Oswal Flexi Cap Fund"", ""units"": 10783.960707587374, ""nav"": 61.6522, ""value"": 664854.9023363183}, {""fund"": ""ITI Flexi Cap Fund"", ""units"": 36793.68407868649, ""nav"": 18.2127, ""value"": 670112.3300198936}]"
2024-10-01,"Motilal Oswal Flexi Cap Fund (65.47%), JM Flexicap Fund (61.88%), NJ Flexi Cap Fund (58.6%), Invesco India Flexi Cap Fund (57.47%), BANK OF INDIA FLEXI CAP FUND (57.25%)","NJ Flexi Cap Fund, Invesco India Flexi Cap Fund","ITI Flexi Cap Fund, Quant Flexi Cap Fund",ITI Flexi Cap Fund,36761.04,15.68,2024-04-01 00:00:00,19.36,2024-10-01 00:00:00,135530.61,3576670.14,"[{""fund"": ""BANK OF INDIA FLEXI CAP FUND"", ""units"": 17702.745932421847, ""nav"": 39.5, ""value"": 699258.464330663}, {""fund"": ""JM Flexicap Fund"", ""units"": 5741.8283068806995, ""nav"": 122.989, ""value"": 706181.7216349504}, {""fund"": ""Quant Flexi Cap Fund"", ""units"": 5722.658483618797, ""nav"": 121.8989, ""value"": 697585.7742287993}, {""fund"": ""Motilal Oswal Flexi Cap Fund"", ""units"": 10859.593837108721, ""nav"": 70.155, ""value"": 761854.8056423623}, {""fund"": ""ITI Flexi Cap Fund"", ""units"": 36761.04318218574, ""nav"": 19.3626, ""value"": 711789.3747193897}]"
2024-10-01,"Motilal Oswal Flexi Cap Fund (65.47%), JM Flexicap Fund (61.88%), NJ Flexi Cap Fund (58.6%), Invesco India Flexi Cap Fund (57.47%), BANK OF INDIA FLEXI CAP FUND (57.25%)","NJ Flexi Cap Fund, Invesco India Flexi Cap Fund","ITI Flexi Cap Fund, Quant Flexi Cap Fund",Quant Flexi Cap Fund,5722.66,104.14,2024-04-01 00:00:00,121.9,2024-10-01 00:00:00,101603.51,3576670.14,"[{""fund"": ""BANK OF INDIA FLEXI CAP FUND"", ""units"": 17702.745932421847, ""nav"": 39.5, ""value"": 699258.464330663}, {""fund"": ""JM Flexicap Fund"", ""units"": 5741.8283068806995, ""nav"": 122.989, ""value"": 706181.7216349504}, {""fund"": ""Quant Flexi Cap Fund"", ""units"": 5722.658483618797, ""nav"": 121.8989, ""value"": 697585.7742287993}, {""fund"": ""Motilal Oswal Flexi Cap Fund"", ""units"": 10859.593837108721, ""nav"": 70.155, ""value"": 761854.8056423623}, {""fund"": ""ITI Flexi Cap Fund"", ""units"": 36761.04318218574, ""nav"": 19.3626, ""value"": 711789.3747193897}]"
2025-01-01,"Motilal Oswal Flexi Cap Fund (48.15%), Invesco India Flexi Cap Fund (37.34%), JM Flexicap Fund (35.49%), BANK OF INDIA FLEXI CAP FUND (31.39%), Helios Flexi Cap Fund (30.31%)",Helios Flexi Cap Fund,NJ Flexi Cap Fund,NJ Flexi Cap Fund,44569.1,16.05,2024-10-01 00:00:00,14.11,2025-01-01 00:00:00,-86464.05,3449600.0,"[{""fund"": ""Motilal Oswal Flexi Cap Fund"", ""units"": 10196.47962527593, ""nav"": 70.9024, ""value"": 722954.8769831641}, {""fund"": ""JM Flexicap Fund"", ""units"": 5816.243957681036, ""nav"": 118.308, ""value"": 688108.1901453281}, {""fund"": ""NJ Flexi Cap Fund"", ""units"": 44569.09832468741, ""nav"": 14.11, ""value"": 628869.9773613394}, {""fund"": ""Invesco India Flexi Cap Fund"", ""units"": 35910.342776668316, ""nav"": 19.9, ""value"": 714615.8212556995}, {""fund"": ""BANK OF INDIA FLEXI CAP FUND"", ""units"": 18109.722230664123, ""nav"": 38.38, ""value"": 695051.1392128891}]"
2025-04-01,"Motilal Oswal Flexi Cap Fund (16.19%), HDFC Flexi Cap Fund (13.58%), Parag Parikh Flexi Cap Fund (12.19%), DSP Flexi Cap Fund (11.55%), 360 ONE Flexicap Fund (11.26%)","HDFC Flexi Cap Fund, Parag Parikh Flexi Cap Fund, DSP Flexi Cap Fund, 360 ONE Flexicap Fund","BANK OF INDIA FLEXI CAP FUND, Helios Flexi Cap Fund, JM Flexicap Fund, Invesco India Flexi Cap Fund",BANK OF INDIA FLEXI CAP FUND,17976.03,25.12,2023-10-01 00:00:00,33.9,2025-04-01 00:00:00,157829.54,3035690.67,"[{""fund"": ""Motilal Oswal Flexi Cap Fund"", ""units"": 9730.559205212856, ""nav"": 62.1415, ""value"": 604671.5448507346}, {""fund"": ""Invesco India Flexi Cap Fund"", ""units"": 34669.346783501715, ""nav"": 17.39, ""value"": 602899.9405650948}, {""fund"": ""JM Flexicap Fund"", ""units"": 5831.55831382226, ""nav"": 102.0803, ""value"": 595287.2221424704}, {""fund"": ""BANK OF INDIA FLEXI CAP FUND"", ""units"": 17976.029207704116, ""nav"": 33.9, ""value"": 609387.3901411695}, {""fund"": ""Helios Flexi Cap Fund"", ""units"": 47482.450171485485, ""nav"": 13.13, ""value"": 623444.5707516045}]"
2025-04-01,"Motilal Oswal Flexi Cap Fund (16.19%), HDFC Flexi Cap Fund (13.58%), Parag Parikh Flexi Cap Fund (12.19%), DSP Flexi Cap Fund (11.55%), 360 ONE Flexicap Fund (11.26%)","HDFC Flexi Cap Fund, Parag Parikh Flexi Cap Fund, DSP Flexi Cap Fund, 360 ONE Flexicap Fund","BANK OF INDIA FLEXI CAP FUND, Helios Flexi Cap Fund, JM Flexicap Fund, Invesco India Flexi Cap Fund",Helios Flexi Cap Fund,47482.45,14.53,2025-01-01 00:00:00,13.13,2025-04-01 00:00:00,-66475.43,3035690.67,"[{""fund"": ""Motilal Oswal Flexi Cap Fund"", ""units"": 9730.559205212856, ""nav"": 62.1415, ""value"": 604671.5448507346}, {""fund"": ""Invesco India Flexi Cap Fund"", ""units"": 34669.346783501715, ""nav"": 17.39, ""value"": 602899.9405650948}, {""fund"": ""JM Flexicap Fund"", ""units"": 5831.55831382226, ""nav"": 102.0803, ""value"": 595287.2221424704}, {""fund"": ""BANK OF INDIA FLEXI CAP FUND"", ""units"": 17976.029207704116, ""nav"": 33.9, ""value"": 609387.3901411695}, {""fund"": ""Helios Flexi Cap Fund"", ""units"": 47482.450171485485, ""nav"": 13.13, ""value"": 623444.5707516045}]"
2025-04-01,"Motilal Oswal Flexi Cap Fund (16.19%), HDFC Flexi Cap Fund (13.58%), Parag Parikh Flexi Cap Fund (12.19%), DSP Flexi Cap Fund (11.55%), 360 ONE Flexicap Fund (11.26%)","HDFC Flexi Cap Fund, Parag Parikh Flexi Cap Fund, DSP Flexi Cap Fund, 360 ONE Flexicap Fund","BANK OF INDIA FLEXI CAP FUND, Helios Flexi Cap Fund, JM Flexicap Fund, Invesco India Flexi Cap Fund",JM Flexicap Fund,5831.56,61.43,2023-01-01 00:00:00,102.08,2025-04-01 00:00:00,237042.35,3035690.67,"[{""fund"": ""Motilal Oswal Flexi Cap Fund"", ""units"": 9730.559205212856, ""nav"": 62.1415, ""value"": 604671.5448507346}, {""fund"": ""Invesco India Flexi Cap Fund"", ""units"": 34669.346783501715, ""nav"": 17.39, ""value"": 602899.9405650948}, {""fund"": ""JM Flexicap Fund"", ""units"": 5831.55831382226, ""nav"": 102.0803, ""value"": 595287.2221424704}, {""fund"": ""BANK OF INDIA FLEXI CAP FUND"", ""units"": 17976.029207704116, ""nav"": 33.9, ""value"": 609387.3901411695}, {""fund"": ""Helios Flexi Cap Fund"", ""units"": 47482.450171485485, ""nav"": 13.13, ""value"": 623444.5707516045}]"
2025-04-01,"Motilal Oswal Flexi Cap Fund (16.19%), HDFC Flexi Cap Fund (13.58%), Parag Parikh Flexi Cap Fund (12.19%), DSP Flexi Cap Fund (11.55%), 360 ONE Flexicap Fund (11.26%)","HDFC Flexi Cap Fund, Parag Parikh Flexi Cap Fund, DSP Flexi Cap Fund, 360 ONE Flexicap Fund","BANK OF INDIA FLEXI CAP FUND, Helios Flexi Cap Fund, JM Flexicap Fund, Invesco India Flexi Cap Fund",Invesco India Flexi Cap Fund,34669.35,19.92,2024-10-01 00:00:00,17.39,2025-04-01 00:00:00,-87713.45,3035690.67,"[{""fund"": ""Motilal Oswal Flexi Cap Fund"", ""units"": 9730.559205212856, ""nav"": 62.1415, ""value"": 604671.5448507346}, {""fund"": ""Invesco India Flexi Cap Fund"", ""units"": 34669.346783501715, ""nav"": 17.39, ""value"": 602899.9405650948}, {""fund"": ""JM Flexicap Fund"", ""units"": 5831.55831382226, ""nav"": 102.0803, ""value"": 595287.2221424704}, {""fund"": ""BANK OF INDIA FLEXI CAP FUND"", ""units"": 17976.029207704116, ""nav"": 33.9, ""value"": 609387.3901411695}, {""fund"": ""Helios Flexi Cap Fund"", ""units"": 47482.450171485485, ""nav"": 13.13, ""value"": 623444.5707516045}]"
